URL,Effect,ID,Title,Price,Cost,Color,Types,Attributes,Rarity,Card Type,Power,Source,ID
https://onepiece.gg/cards/ST18-005-luffy-tarou/,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 purple {Straw Hat Crew} type Character card with a cost of 5 or less from your hand.,ST18-005,Luffy-Tarou,N/A,7,Purple,Straw Hat Crew,Strike,Super Rare,CHARACTER,8000,-Purple Monkey.D.Luffy- [ST-18],ST18
https://onepiece.gg/cards/ST18-004-zoro-juurou/,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 purple {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",ST18-004,Zoro-Juurou,N/A,4,Purple,Straw Hat Crew,Slash,Super Rare,CHARACTER,6000,-Purple Monkey.D.Luffy- [ST-18],ST18
https://onepiece.gg/cards/ST18-003-san-gorou/,"[When Attacking] [Once Per Turn] If you have 8 or more DON!! cards on your field, draw 1 card.",ST18-003,San-Gorou,N/A,5,Purple,Straw Hat Crew,Strike,Common,CHARACTER,6000,-Purple Monkey.D.Luffy- [ST-18],ST18
https://onepiece.gg/cards/ST18-002-o-nami/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] If you have 8 or more DON!! cards on your field, trash 1 card from your hand and draw 2 cards.",ST18-002,O-Nami,N/A,4,Purple,Straw Hat Crew,Special,Common,CHARACTER,2000,-Purple Monkey.D.Luffy- [ST-18],ST18
https://onepiece.gg/cards/ST18-001-uso-hachi/,"[On Play] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 5 or less.",ST18-001,Uso-Hachi,N/A,3,Purple,Straw Hat Crew,Ranged,Common,CHARACTER,3000,-Purple Monkey.D.Luffy- [ST-18],ST18
https://onepiece.gg/cards/ST17-005-marshalldteach/,[Activate: Main] [Once Per Turn] You may place 1 card from your hand at the top of your deck: Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,ST17-005,Marshall.D.Teach,N/A,2,Blue,The Seven Warlords of the SeaBlackbeard Pirates,Special,Common,CHARACTER,3000,-Blue Donquixote Doflamingo- [ST-17],ST17
https://onepiece.gg/cards/ST17-004-boa-hancock/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of your deck in any order. Then, give up to 1 rested DON!! card to 1 of your {The Seven Warlords of the Sea} type Leader or Character cards.",ST17-004,Boa Hancock,N/A,4,Blue,The Seven Warlords of the SeaKuja Pirates,Special,Super Rare,CHARACTER,6000,-Blue Donquixote Doflamingo- [ST-17],ST17
https://onepiece.gg/cards/ST17-003-buggy/,[On Play] Look at 3 cards from the top of your deck and place them at the top of your deck in any order.,ST17-003,Buggy,N/A,1,Blue,The Seven Warlords of the SeaBuggy&#039;s Delivery,Slash,Common,CHARACTER,2000,-Blue Donquixote Doflamingo- [ST-17],ST17
https://onepiece.gg/cards/ST17-002-trafalgar-law/,"[On Play] You may return 1 of your Characters to the owner's hand: If your Leader has the {The Seven Warlords of the Sea} type, return up to 1 Character with a cost of 4 or less to the owner's hand.",ST17-002,Trafalgar Law,N/A,4,Blue,The Seven Warlords of the SeaHeart Pirates,Slash,Super Rare,CHARACTER,5000,-Blue Donquixote Doflamingo- [ST-17],ST17
https://onepiece.gg/cards/ST17-001-crocodile/,"[On Play] Reveal 1 card from the top of your deck. If that card is a {The Seven Warlords of the Sea} type card, draw 2 cards and place 1 card from your hand at the top of your deck.",ST17-001,Crocodile,N/A,4,Blue,The Seven Warlords of the SeaBaroque Works,Special,Common,CHARACTER,5000,-Blue Donquixote Doflamingo- [ST-17],ST17
https://onepiece.gg/cards/ST16-005-monkeydluffy/,"If you have a rested [Uta], this Character gains +1000 power.",ST16-005,Monkey.D.Luffy,N/A,2,Green,FILMSupernovasStraw Hat Crew,Strike,Common,CHARACTER,3000,-Green Uta- [ST-16],ST16
https://onepiece.gg/cards/ST16-004-shanks/,[On Play] K.O. up to 1 of your opponent's rested Characters.,ST16-004,Shanks,N/A,9,Green,FILMThe Four EmperorsRed-Haired Pirates,Slash,Super Rare,CHARACTER,11000,-Green Uta- [ST-16],ST16
https://onepiece.gg/cards/ST16-003-charlotte-katakuri/,"If your Leader has the {FILM} type and you have 6 or more rested cards, this Character gains +2000 power.",ST16-003,Charlotte Katakuri,N/A,3,Green,FILMBig Mom Pirates,Strike,Common,CHARACTER,4000,-Green Uta- [ST-16],ST16
https://onepiece.gg/cards/ST16-002-gordon/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Your Opponent's Attack] You may trash any number of {Music} type cards from your hand. Your Leader or 1 of your Characters gains +1000 power during this battle for every card trashed.",ST16-002,Gordon,N/A,2,Green,FILM,Wisdom,Common,CHARACTER,,-Green Uta- [ST-16],ST16
https://onepiece.gg/cards/ST16-001-uta/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[Activate: Main] [Once Per Turn] You may trash 1 {FILM} type card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",ST16-001,Uta,N/A,4,Green,FILM,Special,Super Rare,CHARACTER,6000,-Green Uta- [ST-16],ST16
https://onepiece.gg/cards/ST15-005-portgasdace/,"If your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush].
(This card can attack on the turn in which it is played.)
[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may give this Character −2000 power during this turn instead.",ST15-005,Portgas.D.Ace,N/A,5,Red,Whitebeard Pirates,Special,Super Rare,CHARACTER,6000,-Red Edward.Newgate- [ST-15],ST15
https://onepiece.gg/cards/ST15-004-thatch/,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −2000 power during this turn. Then, add 1 card from the top of your Life cards to your hand.",ST15-004,Thatch,N/A,1,Red,Whitebeard Pirates,Slash,Common,CHARACTER,2000,-Red Edward.Newgate- [ST-15],ST15
https://onepiece.gg/cards/ST15-003-kingdew/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[Opponent's Turn] When this Character is K.O.'d by an effect, up to 1 of your Leader gains +2000 power during this turn.",ST15-003,Kingdew,N/A,3,Red,Whitebeard Pirates,Strike,Common,CHARACTER,4000,-Red Edward.Newgate- [ST-15],ST15
https://onepiece.gg/cards/ST15-002-edwardnewgate/,"[On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.
[Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with 5000 power or less.",ST15-002,Edward.Newgate,N/A,7,Red,The Four EmperorsWhitebeard Pirates,Special,Super Rare,CHARACTER,8000,-Red Edward.Newgate- [ST-15],ST15
https://onepiece.gg/cards/ST15-001-atmos/,"[When Attacking] If your Leader is [Edward.Newgate], you cannot add Life cards to your hand using your own effects during this turn.",ST15-001,Atmos,N/A,4,Red,Whitebeard Pirates,Slash,Common,CHARACTER,5000,-Red Edward.Newgate- [ST-15],ST15
https://onepiece.gg/cards/ST14-017-thousand-sunny/,"All of your black {Straw Hat Crew} type Characters gain +1 cost.
[On Play] If your Leader has the {Straw Hat Crew} type, draw 1 card.",ST14-017,Thousand Sunny,0.98,1,Black,Straw Hat Crew,,Common,STAGE,,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-016-i-have-my-crew/,"[Main] Draw 1 card. Then, up to 1 of your Characters gains +3 cost until the end of your opponent's next turn.",ST14-016,I Have My Crew!!,0.48,1,Black,Straw Hat Crew,,Common,EVENT,,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-015-gum-gum-diable-three-swords-style-mouten-jet-six-hundred-pound-phoenix-cannon/,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",ST14-015,Gum-Gum Diable Three-Swords Style Mouten Jet Six Hundred Pound Phoenix Cannon,0.29,2,Black,Straw Hat Crew,,Common,EVENT,,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-014-gum-gum-giant-rifle/,"[Counter] If you have a Character with a cost of 8 or more, up to 1 of your Leader or Character cards gains +3000 power during this battle.",ST14-014,Gum-Gum Giant Rifle,0.17,1,Black,Straw Hat Crew,,Common,EVENT,,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-013-roronoa-zoro/,,ST14-013,Roronoa Zoro,0.11,6,Black,Straw Hat Crew,Slash,Common,CHARACTER,8000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-012-monkeydluffy/,"If you have a Character with a cost of 10 or more, this Character gains [Rush].
(This card can attack on the turn in which it is played.)",ST14-012,Monkey.D.Luffy,N/A,8,Black,Straw Hat Crew,Strike,Common,CHARACTER,10000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-011-heracles/,[Activate: Main] You may rest this Character: Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.,ST14-011,Heracles,0.14,1,Black,Bowin Island,Wisdom,Common,CHARACTER,2000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-010-brook/,,ST14-010,Brook,0.1,5,Black,Straw Hat Crew,Slash,Common,CHARACTER,7000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-009-franky/,"[DON!! x1] [Opponent's Turn] If you have a Character with a cost of 6 or more, this Character cannot be K.O.'d by your opponent's effects and gains +2000 power.",ST14-009,Franky,0.29,5,Black,Straw Hat Crew,Special,Common,CHARACTER,6000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-008-haredas/,"[Activate: Main] You may rest this Character: Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn. Then, if you have a Character with a cost of 8 or more, draw 1 card and trash 1 card from your hand.",ST14-008,Haredas,0.12,1,Black,Sky Island,Wisdom,Common,CHARACTER,,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-007-nico-robin/,"[On Play]/[When Attacking] If you have a Character with a cost of 8 or more, give up to 1 of your opponent's Characters −5 cost during this turn.",ST14-007,Nico Robin,0.27,6,Black,Straw Hat Crew,Strike,Common,CHARACTER,7000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-006-nami/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] If you have 6 or less cards in your hand and a Character with a cost of 8 or more, draw 1 card.",ST14-006,Nami,1.48,3,Black,Straw Hat Crew,Special,Super Rare,CHARACTER,2000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-005-tony-tonychopper/,,ST14-005,Tony Tony.Chopper,0.11,4,Black,AnimalStraw Hat Crew,Wisdom,Common,CHARACTER,6000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-004-jinbe/,[Activate: Main] [Once Per Turn] Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.,ST14-004,Jinbe,0.12,3,Black,Fish-ManThe Sun Pirates,Strike,Common,CHARACTER,4000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-003-sanji/,"[On Play] If you have a Character with a cost of 6 or more, K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",ST14-003,Sanji,4.26,5,Black,Straw Hat Crew,Strike,Super Rare,CHARACTER,6000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-002-usopp/,"[DON!! x1] [When Attacking] If you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",ST14-002,Usopp,0.1,3,Black,Straw Hat Crew,Ranged,Common,CHARACTER,4000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST14-001-monkeydluffy/,"[DON!! x1] All of your Characters gain +1 cost. If you have a Character with a cost of 8 or more, this Leader gains +1000 power.",ST14-001,Monkey.D.Luffy,N/A,0,Black,Straw Hat Crew,Strike,Leader,LEADER,5000,-3D2Y- [ST-14],ST14
https://onepiece.gg/cards/ST13-019-the-three-brothers-bond/,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",ST13-019,The Three Brothers' Bond,0.14,1,Yellow,Goa Kingdom,,Common,EVENT,,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-018-gum-gum-jet-spear/,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 0 Life cards, draw 1 card.",ST13-018,Gum-Gum Jet Spear,0.09,1,Yellow,Punk HazardStraw Hat Crew,,Common,EVENT,,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-017-flame-dragon-king/,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, look at all your Life cards and place them back in your Life area in any order.",ST13-017,Flame Dragon King,0.38,2,Yellow,DressrosaRevolutionary Army,,Common,EVENT,,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-016-yamato-498/,"[Rush] (This card can attack on the turn in which it is played.)
[On Play] Look at all your Life cards; place 1 at the top of your deck and place the rest back in your Life area in any order.",ST13-016,Yamato,2.25,5,Yellow,Land of Wano,Strike,Common,CHARACTER,4000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-016-yamato/,"[Rush] (This card can attack on the turn in which it is played.)
[On Play] Look at all your Life cards; place 1 at the top of your deck and place the rest back in your Life area in any order.",ST13-016,Yamato,0.21,5,Yellow,Land of Wano,Strike,Common,CHARACTER,4000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-015-monkeydluffy-489/,"[Activate: Main] [Once Per Turn] This Character gains +2000 power until the start of your next turn. Then, if you have 1 or more Life cards, draw 1 card and trash 1 card from the top of your Life cards.",ST13-015,Monkey.D.Luffy,12.24,5,Yellow,SupernovasStraw Hat Crew,Strike,Super Rare,CHARACTER,6000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-015-monkeydluffy/,"[Activate: Main] [Once Per Turn] This Character gains +2000 power until the start of your next turn. Then, if you have 1 or more Life cards, draw 1 card and trash 1 card from the top of your Life cards.",ST13-015,Monkey.D.Luffy,12.24,5,Yellow,SupernovasStraw Hat Crew,Strike,Super Rare,CHARACTER,6000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-014-monkeydluffy-971/,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Monkey.D.Luffy] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",ST13-014,Monkey.D.Luffy,7.7,2,Yellow,Goa Kingdom,Strike,Common,CHARACTER,2000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-014-monkeydluffy/,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Monkey.D.Luffy] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",ST13-014,Monkey.D.Luffy,7.7,2,Yellow,Goa Kingdom,Strike,Common,CHARACTER,2000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-013-monkeydgarp-295/,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",ST13-013,Monkey.D.Garp,11.03,1,Yellow,Navy,Strike,Super Rare,CHARACTER,2000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-013-monkeydgarp/,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",ST13-013,Monkey.D.Garp,1.78,1,Yellow,Navy,Strike,Super Rare,CHARACTER,2000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-012-makino-831/,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Look at all of your Life cards and place them back in your Life area in any order.,ST13-012,Makino,2.13,1,Yellow,Windmill Village,Wisdom,Common,CHARACTER,,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-012-makino/,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Look at all of your Life cards and place them back in your Life area in any order.,ST13-012,Makino,0.15,1,Yellow,Windmill Village,Wisdom,Common,CHARACTER,,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-011-portgasdace-650/,"[On Play] If you have 2 or less Life cards, this Character gains [Rush].
(This card can attack on the turn in which it is played.)",ST13-011,Portgas.D.Ace,18.6,5,Yellow,Whitebeard Pirates,Special,Super Rare,CHARACTER,7000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-011-portgasdace/,"[On Play] If you have 2 or less Life cards, this Character gains [Rush].
(This card can attack on the turn in which it is played.)",ST13-011,Portgas.D.Ace,9.5,5,Yellow,Whitebeard Pirates,Special,Super Rare,CHARACTER,7000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-010-portgasdace-664/,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",ST13-010,Portgas.D.Ace,4.95,2,Yellow,Goa Kingdom,Strike,Common,CHARACTER,2000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-010-portgasdace/,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",ST13-010,Portgas.D.Ace,0.14,2,Yellow,Goa Kingdom,Strike,Common,CHARACTER,2000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-009-shanks-427/,"[On Play] You may turn 1 of your face-up Life cards face-down: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",ST13-009,Shanks,0.13,7,Yellow,The Four EmperorsRed-Haired Pirates,Slash,Common,CHARACTER,7000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-009-shanks/,"[On Play] You may turn 1 of your face-up Life cards face-down: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",ST13-009,Shanks,0.13,7,Yellow,The Four EmperorsRed-Haired Pirates,Slash,Common,CHARACTER,7000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-008-sabo-506/,[On Play] You may trash 1 card from the top or bottom of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,ST13-008,Sabo,3.88,5,Yellow,DressrosaRevolutionary Army,Special,Super Rare,CHARACTER,6000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-008-sabo/,[On Play] You may trash 1 card from the top or bottom of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,ST13-008,Sabo,0.59,5,Yellow,DressrosaRevolutionary Army,Special,Super Rare,CHARACTER,6000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-007-sabo-270/,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Sabo] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",ST13-007,Sabo,4.4,2,Yellow,Goa Kingdom,Strike,Common,CHARACTER,2000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-007-sabo/,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Sabo] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",ST13-007,Sabo,0.13,2,Yellow,Goa Kingdom,Strike,Common,CHARACTER,2000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-006-curlydadan-707/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] Play up to 1 each of [Sabo], [Portgas.D.Ace], and [Monkey.D.Luffy] with a cost of 2 from your hand.",ST13-006,Curly.Dadan,0.38,5,Yellow,Mountain Bandits,Slash,Common,CHARACTER,4000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-006-curlydadan/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] Play up to 1 each of [Sabo], [Portgas.D.Ace], and [Monkey.D.Luffy] with a cost of 2 from your hand.",ST13-006,Curly.Dadan,0.05,5,Yellow,Mountain Bandits,Slash,Common,CHARACTER,4000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-005-emporioivankov-664/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] You may trash 1 card from the top or bottom of your Life cards: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down.",ST13-005,Emporio.Ivankov,2.87,3,Yellow,Revolutionary Army,Special,Rare,CHARACTER,4000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-005-emporioivankov/,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] You may trash 1 card from the top or bottom of your Life cards: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down.",ST13-005,Emporio.Ivankov,0.19,3,Yellow,Revolutionary Army,Special,Rare,CHARACTER,4000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-004-edwardnewgate-771/,"[On Play] Add 1 card from the top of your deck to the top of your Life cards. Then, look at all your Life cards; place 1 card at the top of your deck and place the rest back in your Life area in any order.",ST13-004,Edward.Newgate,5.04,6,Yellow,The Four EmperorsWhitebeard Pirates,Special,Common,CHARACTER,7000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-004-edwardnewgate/,"[On Play] Add 1 card from the top of your deck to the top of your Life cards. Then, look at all your Life cards; place 1 card at the top of your deck and place the rest back in your Life area in any order.",ST13-004,Edward.Newgate,0.16,6,Yellow,The Four EmperorsWhitebeard Pirates,Special,Common,CHARACTER,7000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-003-monkeydluffy-766/,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.
[DON!! x2] [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up.",ST13-003,Monkey.D.Luffy,18.19,0,BlackYellow,SupernovasStraw Hat Crew,Strike,Leader,LEADER,5000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-003-monkeydluffy/,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.
[DON!! x2] [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up.",ST13-003,Monkey.D.Luffy,18.19,0,BlackYellow,SupernovasStraw Hat Crew,Strike,Leader,LEADER,5000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-002-portgasdace-488/,"[DON!! x2] [Activate: Main] [Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.
[End of Your Turn] Trash all your face-up Life cards.",ST13-002,Portgas.D.Ace,8.22,0,BlueYellow,Whitebeard Pirates,Special,Leader,LEADER,5000,-The Three Brothers-[ST13],ST13
https://onepiece.gg/cards/ST13-002-portgasdace/,"[DON!! x2] [Activate: Main] [Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.
[End of Your Turn] Trash all your face-up Life cards.",ST13-002,Portgas.D.Ace,8.22,0,BlueYellow,Whitebeard Pirates,Special,Leader,LEADER,5000,-The Three Brothers-[ST13],ST13
